"Image Location"|"Image Tag"|"Algorithm Name"|"Start Time"|"Job Id"|"Analysis Region"|"Analysis Inputs"|"TH1 Count"|"ILC1 Count"|"TH1 within 50μm of ILC1"|"% TH1 within 50μm of ILC1"|"Average Distance (μm) to ILC1"|"Number of Unique ILC1"|"Average number of TH1 within 50μm of ILC1"|"TH1 within 0-5μm of ILC1"|"TH1 within 5-10μm of ILC1"|"TH1 within 10-15μm of ILC1"|"TH1 within 15-20μm of ILC1"|"TH1 within 20-25μm of ILC1"|"TH1 within 25-30μm of ILC1"|"TH1 within 30-35μm of ILC1"|"TH1 within 35-40μm of ILC1"|"TH1 within 40-45μm of ILC1"|"TH1 within 45-50μm of ILC1"|"TH2 Count"|"TH2 within 50μm of ILC1"|"% TH2 within 50μm of ILC1"|"Average number of TH2 within 50μm of ILC1"|"TH2 within 0-5μm of ILC1"|"TH2 within 5-10μm of ILC1"|"TH2 within 10-15μm of ILC1"|"TH2 within 15-20μm of ILC1"|"TH2 within 20-25μm of ILC1"|"TH2 within 25-30μm of ILC1"|"TH2 within 30-35μm of ILC1"|"TH2 within 35-40μm of ILC1"|"TH2 within 40-45μm of ILC1"|"TH2 within 45-50μm of ILC1"|"TH17 Count"|"TH17 within 50μm of ILC1"|"% TH17 within 50μm of ILC1"|"Average number of TH17 within 50μm of ILC1"|"TH17 within 0-5μm of ILC1"|"TH17 within 5-10μm of ILC1"|"TH17 within 10-15μm of ILC1"|"TH17 within 15-20μm of ILC1"|"TH17 within 20-25μm of ILC1"|"TH17 within 25-30μm of ILC1"|"TH17 within 30-35μm of ILC1"|"TH17 within 35-40μm of ILC1"|"TH17 within 40-45μm of ILC1"|"TH17 within 45-50μm of ILC1"|"ILC2 Count"|"TH1 within 50μm of ILC2"|"% TH1 within 50μm of ILC2"|"Average Distance (μm) to ILC2"|"Number of Unique ILC2"|"Average number of TH1 within 50μm of ILC2"|"TH1 within 0-5μm of ILC2"|"TH1 within 5-10μm of ILC2"|"TH1 within 10-15μm of ILC2"|"TH1 within 15-20μm of ILC2"|"TH1 within 20-25μm of ILC2"|"TH1 within 25-30μm of ILC2"|"TH1 within 30-35μm of ILC2"|"TH1 within 35-40μm of ILC2"|"TH1 within 40-45μm of ILC2"|"TH1 within 45-50μm of ILC2"|"TH2 within 50μm of ILC2"|"% TH2 within 50μm of ILC2"|"Average number of TH2 within 50μm of ILC2"|"TH2 within 0-5μm of ILC2"|"TH2 within 5-10μm of ILC2"|"TH2 within 10-15μm of ILC2"|"TH2 within 15-20μm of ILC2"|"TH2 within 20-25μm of ILC2"|"TH2 within 25-30μm of ILC2"|"TH2 within 30-35μm of ILC2"|"TH2 within 35-40μm of ILC2"|"TH2 within 40-45μm of ILC2"|"TH2 within 45-50μm of ILC2"|"TH17 within 50μm of ILC2"|"% TH17 within 50μm of ILC2"|"Average number of TH17 within 50μm of ILC2"|"TH17 within 0-5μm of ILC2"|"TH17 within 5-10μm of ILC2"|"TH17 within 10-15μm of ILC2"|"TH17 within 15-20μm of ILC2"|"TH17 within 20-25μm of ILC2"|"TH17 within 25-30μm of ILC2"|"TH17 within 30-35μm of ILC2"|"TH17 within 35-40μm of ILC2"|"TH17 within 40-45μm of ILC2"|"TH17 within 45-50μm of ILC2"|"ILC3 Count"|"TH1 within 50μm of ILC3"|"% TH1 within 50μm of ILC3"|"Average Distance (μm) to ILC3"|"Number of Unique ILC3"|"Average number of TH1 within 50μm of ILC3"|"TH1 within 0-5μm of ILC3"|"TH1 within 5-10μm of ILC3"|"TH1 within 10-15μm of ILC3"|"TH1 within 15-20μm of ILC3"|"TH1 within 20-25μm of ILC3"|"TH1 within 25-30μm of ILC3"|"TH1 within 30-35μm of ILC3"|"TH1 within 35-40μm of ILC3"|"TH1 within 40-45μm of ILC3"|"TH1 within 45-50μm of ILC3"|"TH2 within 50μm of ILC3"|"% TH2 within 50μm of ILC3"|"Average number of TH2 within 50μm of ILC3"|"TH2 within 0-5μm of ILC3"|"TH2 within 5-10μm of ILC3"|"TH2 within 10-15μm of ILC3"|"TH2 within 15-20μm of ILC3"|"TH2 within 20-25μm of ILC3"|"TH2 within 25-30μm of ILC3"|"TH2 within 30-35μm of ILC3"|"TH2 within 35-40μm of ILC3"|"TH2 within 40-45μm of ILC3"|"TH2 within 45-50μm of ILC3"|"TH17 within 50μm of ILC3"|"% TH17 within 50μm of ILC3"|"Average number of TH17 within 50μm of ILC3"|"TH17 within 0-5μm of ILC3"|"TH17 within 5-10μm of ILC3"|"TH17 within 10-15μm of ILC3"|"TH17 within 15-20μm of ILC3"|"TH17 within 20-25μm of ILC3"|"TH17 within 25-30μm of ILC3"|"TH17 within 30-35μm of ILC3"|"TH17 within 35-40μm of ILC3"|"TH17 within 40-45μm of ILC3"|"TH17 within 45-50μm of ILC3"
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunDC\169902_NVA_17-001.ILC1.RunDC_20T034660.04.czi"|"169902_NVA_17-001.ILC1.RunDC_20T034660.04.czi"|"Proximity Analysis ILC3 & TH17"|"21/01/2025 16:08:30"|"99667"|"Layer 1"|"Proximity Analysis ILC3 & TH17:;Population:TH17;Within:50;Population 2:ILC3;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||||||||||||||||||||||||||||||||"5112"||||||||||||||||||||||||||||||||||||||||||||||||||||||||"3625"|||"61,73"|"1867"|||||||||||||||||||||||||"2511"|"49,12"|"1,3449384"|"31"|"390"|"266"|"277"|"253"|"277"|"264"|"277"|"251"|"225"
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunDC\169903_NVA_17-001.ILC1.RunDC_20T040991.01.czi"|"169903_NVA_17-001.ILC1.RunDC_20T040991.01.czi"|"Proximity Analysis ILC1 & TH1"|"21/01/2025 15:42:00"|"99650"|"Layer 1"|"Proximity Analysis ILC1 & TH1:;Population:TH1;Within:50;Population 2:ILC1;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"|"116"|"5549"|"105"|"90,52"|"24,4"|"109"|"0,96330273"|"2"|"25"|"20"|"14"|"13"|"11"|"6"|"5"|"8"|"1"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunDC\169903_NVA_17-001.ILC1.RunDC_20T040991.01.czi"|"169903_NVA_17-001.ILC1.RunDC_20T040991.01.czi"|"Proximity Analysis ILC1 & TH2"|"21/01/2025 15:42:29"|"99651"|"Layer 1"|"Proximity Analysis ILC1 & TH2:;Population:TH2;Within:50;Population 2:ILC1;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||"5549"|||"28,91"|"1170"||||||||||||"4037"|"3548"|"87,89"|"3,0324786"|"123"|"352"|"519"|"530"|"528"|"436"|"351"|"291"|"257"|"161"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunDC\169903_NVA_17-001.ILC1.RunDC_20T040991.01.czi"|"169903_NVA_17-001.ILC1.RunDC_20T040991.01.czi"|"Proximity Analysis ILC1 & TH17"|"21/01/2025 15:44:04"|"99652"|"Layer 1"|"Proximity Analysis ILC1 & TH17:;Population:TH17;Within:50;Population 2:ILC1;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||"5549"|||"23,65"|"760"||||||||||||||||||||||||||"1101"|"1026"|"93,19"|"1,35"|"67"|"141"|"166"|"172"|"145"|"121"|"83"|"55"|"46"|"30"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunDC\169903_NVA_17-001.ILC1.RunDC_20T040991.01.czi"|"169903_NVA_17-001.ILC1.RunDC_20T040991.01.czi"|"Proximity Analysis ILC2 & TH1"|"21/01/2025 15:44:40"|"99653"|"Layer 1"|"Proximity Analysis ILC2 & TH1:;Population:TH1;Within:50;Population 2:ILC2;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"|"116"|||||||||||||||||||||||||||||||||||||||||||||"2357"|"83"|"71,55"|"40,01"|"105"|"0,7904762"|"2"|"12"|"11"|"11"|"6"|"14"|"6"|"10"|"7"|"4"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunDC\169903_NVA_17-001.ILC1.RunDC_20T040991.01.czi"|"169903_NVA_17-001.ILC1.RunDC_20T040991.01.czi"|"Proximity Analysis ILC2 & TH2"|"21/01/2025 15:45:16"|"99654"|"Layer 1"|"Proximity Analysis ILC2 & TH2:;Population:TH2;Within:50;Population 2:ILC2;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||||||||||||||||||"4037"||||||||||||||||||||||||||||"2357"|||"22,36"|"1474"||||||||||||"3713"|"91,97"|"2,518996"|"89"|"1153"|"786"|"574"|"356"|"274"|"186"|"149"|"86"|"60"|||||||||||||||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunDC\169903_NVA_17-001.ILC1.RunDC_20T040991.01.czi"|"169903_NVA_17-001.ILC1.RunDC_20T040991.01.czi"|"Proximity Analysis ILC2 & TH17"|"21/01/2025 15:45:48"|"99655"|"Layer 1"|"Proximity Analysis ILC2 & TH17:;Population:TH17;Within:50;Population 2:ILC2;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||||||||||||||||||||||||||||||||"1101"||||||||||||||"2357"|||"48,32"|"597"|||||||||||||||||||||||||"766"|"69,57"|"1,2830821"|"43"|"96"|"118"|"113"|"92"|"101"|"70"|"54"|"44"|"35"||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunDC\169903_NVA_17-001.ILC1.RunDC_20T040991.01.czi"|"169903_NVA_17-001.ILC1.RunDC_20T040991.01.czi"|"Proximity Analysis ILC3 & TH1"|"21/01/2025 15:46:27"|"99656"|"Layer 1"|"Proximity Analysis ILC3 & TH1:;Population:TH1;Within:50;Population 2:ILC3;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"|"116"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"5175"|"85"|"73,28"|"40,08"|"105"|"0,8095238"|"2"|"10"|"10"|"13"|"8"|"11"|"13"|"7"|"8"|"3"||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunDC\169903_NVA_17-001.ILC1.RunDC_20T040991.01.czi"|"169903_NVA_17-001.ILC1.RunDC_20T040991.01.czi"|"Proximity Analysis ILC3 & TH2"|"21/01/2025 15:47:04"|"99657"|"Layer 1"|"Proximity Analysis ILC3 & TH2:;Population:TH2;Within:50;Population 2:ILC3;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||||||||||||||||||"4037"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"5175"|||"37,8"|"1046"||||||||||||"3013"|"74,63"|"2,8804972"|"152"|"303"|"357"|"350"|"380"|"372"|"318"|"305"|"248"|"228"|||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunDC\169903_NVA_17-001.ILC1.RunDC_20T040991.01.czi"|"169903_NVA_17-001.ILC1.RunDC_20T040991.01.czi"|"Proximity Analysis ILC3 & TH17"|"21/01/2025 15:47:41"|"99658"|"Layer 1"|"Proximity Analysis ILC3 & TH17:;Population:TH17;Within:50;Population 2:ILC3;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||||||||||||||||||||||||||||||||"1101"||||||||||||||||||||||||||||||||||||||||||||||||||||||||"5175"|||"20,09"|"869"|||||||||||||||||||||||||"1025"|"93,1"|"1,1795167"|"54"|"379"|"176"|"127"|"81"|"68"|"45"|"40"|"36"|"19"
