"Image Location"|"Image Tag"|"Algorithm Name"|"Start Time"|"Job Id"|"Analysis Region"|"Analysis Inputs"|"TH1 Count"|"ILC1 Count"|"TH1 within 50μm of ILC1"|"% TH1 within 50μm of ILC1"|"Average Distance (μm) to ILC1"|"Number of Unique ILC1"|"Average number of TH1 within 50μm of ILC1"|"TH1 within 0-5μm of ILC1"|"TH1 within 5-10μm of ILC1"|"TH1 within 10-15μm of ILC1"|"TH1 within 15-20μm of ILC1"|"TH1 within 20-25μm of ILC1"|"TH1 within 25-30μm of ILC1"|"TH1 within 30-35μm of ILC1"|"TH1 within 35-40μm of ILC1"|"TH1 within 40-45μm of ILC1"|"TH1 within 45-50μm of ILC1"|"TH2 Count"|"TH2 within 50μm of ILC1"|"% TH2 within 50μm of ILC1"|"Average number of TH2 within 50μm of ILC1"|"TH2 within 0-5μm of ILC1"|"TH2 within 5-10μm of ILC1"|"TH2 within 10-15μm of ILC1"|"TH2 within 15-20μm of ILC1"|"TH2 within 20-25μm of ILC1"|"TH2 within 25-30μm of ILC1"|"TH2 within 30-35μm of ILC1"|"TH2 within 35-40μm of ILC1"|"TH2 within 40-45μm of ILC1"|"TH2 within 45-50μm of ILC1"|"TH17 Count"|"TH17 within 50μm of ILC1"|"% TH17 within 50μm of ILC1"|"Average number of TH17 within 50μm of ILC1"|"TH17 within 0-5μm of ILC1"|"TH17 within 5-10μm of ILC1"|"TH17 within 10-15μm of ILC1"|"TH17 within 15-20μm of ILC1"|"TH17 within 20-25μm of ILC1"|"TH17 within 25-30μm of ILC1"|"TH17 within 30-35μm of ILC1"|"TH17 within 35-40μm of ILC1"|"TH17 within 40-45μm of ILC1"|"TH17 within 45-50μm of ILC1"|"ILC2 Count"|"TH1 within 50μm of ILC2"|"% TH1 within 50μm of ILC2"|"Average Distance (μm) to ILC2"|"Number of Unique ILC2"|"Average number of TH1 within 50μm of ILC2"|"TH1 within 0-5μm of ILC2"|"TH1 within 5-10μm of ILC2"|"TH1 within 10-15μm of ILC2"|"TH1 within 15-20μm of ILC2"|"TH1 within 20-25μm of ILC2"|"TH1 within 25-30μm of ILC2"|"TH1 within 30-35μm of ILC2"|"TH1 within 35-40μm of ILC2"|"TH1 within 40-45μm of ILC2"|"TH1 within 45-50μm of ILC2"|"TH2 within 50μm of ILC2"|"% TH2 within 50μm of ILC2"|"Average number of TH2 within 50μm of ILC2"|"TH2 within 0-5μm of ILC2"|"TH2 within 5-10μm of ILC2"|"TH2 within 10-15μm of ILC2"|"TH2 within 15-20μm of ILC2"|"TH2 within 20-25μm of ILC2"|"TH2 within 25-30μm of ILC2"|"TH2 within 30-35μm of ILC2"|"TH2 within 35-40μm of ILC2"|"TH2 within 40-45μm of ILC2"|"TH2 within 45-50μm of ILC2"|"TH17 within 50μm of ILC2"|"% TH17 within 50μm of ILC2"|"Average number of TH17 within 50μm of ILC2"|"TH17 within 0-5μm of ILC2"|"TH17 within 5-10μm of ILC2"|"TH17 within 10-15μm of ILC2"|"TH17 within 15-20μm of ILC2"|"TH17 within 20-25μm of ILC2"|"TH17 within 25-30μm of ILC2"|"TH17 within 30-35μm of ILC2"|"TH17 within 35-40μm of ILC2"|"TH17 within 40-45μm of ILC2"|"TH17 within 45-50μm of ILC2"|"ILC3 Count"|"TH1 within 50μm of ILC3"|"% TH1 within 50μm of ILC3"|"Average Distance (μm) to ILC3"|"Number of Unique ILC3"|"Average number of TH1 within 50μm of ILC3"|"TH1 within 0-5μm of ILC3"|"TH1 within 5-10μm of ILC3"|"TH1 within 10-15μm of ILC3"|"TH1 within 15-20μm of ILC3"|"TH1 within 20-25μm of ILC3"|"TH1 within 25-30μm of ILC3"|"TH1 within 30-35μm of ILC3"|"TH1 within 35-40μm of ILC3"|"TH1 within 40-45μm of ILC3"|"TH1 within 45-50μm of ILC3"|"TH2 within 50μm of ILC3"|"% TH2 within 50μm of ILC3"|"Average number of TH2 within 50μm of ILC3"|"TH2 within 0-5μm of ILC3"|"TH2 within 5-10μm of ILC3"|"TH2 within 10-15μm of ILC3"|"TH2 within 15-20μm of ILC3"|"TH2 within 20-25μm of ILC3"|"TH2 within 25-30μm of ILC3"|"TH2 within 30-35μm of ILC3"|"TH2 within 35-40μm of ILC3"|"TH2 within 40-45μm of ILC3"|"TH2 within 45-50μm of ILC3"|"TH17 within 50μm of ILC3"|"% TH17 within 50μm of ILC3"|"Average number of TH17 within 50μm of ILC3"|"TH17 within 0-5μm of ILC3"|"TH17 within 5-10μm of ILC3"|"TH17 within 10-15μm of ILC3"|"TH17 within 15-20μm of ILC3"|"TH17 within 20-25μm of ILC3"|"TH17 within 25-30μm of ILC3"|"TH17 within 30-35μm of ILC3"|"TH17 within 35-40μm of ILC3"|"TH17 within 40-45μm of ILC3"|"TH17 within 45-50μm of ILC3"
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunST.TdTv2\178688_NVA_17-001.ILC1.RunST.TdTv2_15T044696.05.czi"|"178688_NVA_17-001.ILC1.RunST.TdTv2_15T044696.05.czi"|"Proximity Analysis ILC1 & TH17"|"23/01/2025 17:42:55"|"100033"|"Layer 1"|"Proximity Analysis ILC1 & TH17:;Population:TH17;Within:50;Population 2:ILC1;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||"10"|||"949,22"|"3"||||||||||||||||||||||||||"9"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunST.TdTv2\178688_NVA_17-001.ILC1.RunST.TdTv2_15T044696.05.czi"|"178688_NVA_17-001.ILC1.RunST.TdTv2_15T044696.05.czi"|"Proximity Analysis ILC2 & TH1"|"23/01/2025 17:45:01"|"100034"|"Layer 1"|"Proximity Analysis ILC2 & TH1:;Population:TH1;Within:50;Population 2:ILC2;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"|"0"|||||||||||||||||||||||||||||||||||||||||||||"735"|"0"|"0"|"0"|"735"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunST.TdTv2\178688_NVA_17-001.ILC1.RunST.TdTv2_15T044696.05.czi"|"178688_NVA_17-001.ILC1.RunST.TdTv2_15T044696.05.czi"|"Proximity Analysis ILC2 & TH2"|"23/01/2025 17:46:48"|"100035"|"Layer 1"|"Proximity Analysis ILC2 & TH2:;Population:TH2;Within:50;Population 2:ILC2;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||||||||||||||||||"997"||||||||||||||||||||||||||||"735"|||"34,64"|"410"||||||||||||"819"|"82,15"|"1,997561"|"19"|"163"|"129"|"114"|"111"|"99"|"70"|"61"|"32"|"21"|||||||||||||||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunST.TdTv2\178688_NVA_17-001.ILC1.RunST.TdTv2_15T044696.05.czi"|"178688_NVA_17-001.ILC1.RunST.TdTv2_15T044696.05.czi"|"Proximity Analysis ILC2 & TH17"|"23/01/2025 17:50:28"|"100036"|"Layer 1"|"Proximity Analysis ILC2 & TH17:;Population:TH17;Within:50;Population 2:ILC2;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||||||||||||||||||||||||||||||||"9"||||||||||||||"735"|||"222,95"|"6"|||||||||||||||||||||||||"2"|"22,22"|"0,33333334"|"0"|"0"|"0"|"0"|"0"|"0"|"2"|"0"|"0"|"0"||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunST.TdTv2\178688_NVA_17-001.ILC1.RunST.TdTv2_15T044696.05.czi"|"178688_NVA_17-001.ILC1.RunST.TdTv2_15T044696.05.czi"|"Proximity Analysis ILC3 & TH1"|"23/01/2025 17:52:40"|"100037"|"Layer 1"|"Proximity Analysis ILC3 & TH1:;Population:TH1;Within:50;Population 2:ILC3;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"|"0"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"3"|"0"|"0"|"0"|"3"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunST.TdTv2\178688_NVA_17-001.ILC1.RunST.TdTv2_15T044696.05.czi"|"178688_NVA_17-001.ILC1.RunST.TdTv2_15T044696.05.czi"|"Proximity Analysis ILC3 & TH2"|"23/01/2025 17:56:10"|"100038"|"Layer 1"|"Proximity Analysis ILC3 & TH2:;Population:TH2;Within:50;Population 2:ILC3;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||||||||||||||||||"997"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"3"|||"1076,32"|"3"||||||||||||"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunST.TdTv2\178688_NVA_17-001.ILC1.RunST.TdTv2_15T044696.05.czi"|"178688_NVA_17-001.ILC1.RunST.TdTv2_15T044696.05.czi"|"Proximity Analysis ILC3 & TH17"|"23/01/2025 18:00:42"|"100039"|"Layer 1"|"Proximity Analysis ILC3 & TH17:;Population:TH17;Within:50;Population 2:ILC3;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||||||||||||||||||||||||||||||||"9"||||||||||||||||||||||||||||||||||||||||||||||||||||||||"3"|||"754,92"|"2"|||||||||||||||||||||||||"2"|"22,22"|"1"|"0"|"2"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunST.TdTv2\178692_NVA_17-001.ILC1.RunST.TdTv2_18T022817.01.czi"|"178692_NVA_17-001.ILC1.RunST.TdTv2_18T022817.01.czi"|"Proximity Analysis ILC1 & TH1"|"24/01/2025 11:11:44"|"100040"|"Layer 1"|"Proximity Analysis ILC1 & TH1:;Population:TH1;Within:50;Population 2:ILC1;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"|"9"|"24"|"0"|"0"|"641,97"|"5"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunST.TdTv2\178692_NVA_17-001.ILC1.RunST.TdTv2_18T022817.01.czi"|"178692_NVA_17-001.ILC1.RunST.TdTv2_18T022817.01.czi"|"Proximity Analysis ILC1 & TH2"|"24/01/2025 11:14:04"|"100041"|"Layer 1"|"Proximity Analysis ILC1 & TH2:;Population:TH2;Within:50;Population 2:ILC1;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||"24"|||"1108,89"|"21"||||||||||||"12876"|"58"|"0,45"|"2,7619047"|"0"|"1"|"1"|"4"|"6"|"8"|"8"|"11"|"15"|"4"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunST.TdTv2\178692_NVA_17-001.ILC1.RunST.TdTv2_18T022817.01.czi"|"178692_NVA_17-001.ILC1.RunST.TdTv2_18T022817.01.czi"|"Proximity Analysis ILC1 & TH17"|"24/01/2025 11:14:43"|"100042"|"Layer 1"|"Proximity Analysis ILC1 & TH17:;Population:TH17;Within:50;Population 2:ILC1;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||"24"|||"1087,66"|"21"||||||||||||||||||||||||||"22367"|"47"|"0,21"|"2,2380953"|"0"|"2"|"0"|"2"|"3"|"4"|"9"|"4"|"10"|"13"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunST.TdTv2\178692_NVA_17-001.ILC1.RunST.TdTv2_18T022817.01.czi"|"178692_NVA_17-001.ILC1.RunST.TdTv2_18T022817.01.czi"|"Proximity Analysis ILC2 & TH1"|"24/01/2025 11:17:52"|"100043"|"Layer 1"|"Proximity Analysis ILC2 & TH1:;Population:TH1;Within:50;Population 2:ILC2;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"|"9"|||||||||||||||||||||||||||||||||||||||||||||"189"|"2"|"22,22"|"140,06"|"7"|"0,2857143"|"0"|"0"|"0"|"0"|"1"|"0"|"0"|"0"|"1"|"0"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunST.TdTv2\178692_NVA_17-001.ILC1.RunST.TdTv2_18T022817.01.czi"|"178692_NVA_17-001.ILC1.RunST.TdTv2_18T022817.01.czi"|"Proximity Analysis ILC2 & TH2"|"24/01/2025 11:19:21"|"100044"|"Layer 1"|"Proximity Analysis ILC2 & TH2:;Population:TH2;Within:50;Population 2:ILC2;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||||||||||||||||||"12876"||||||||||||||||||||||||||||"189"|||"124,84"|"181"||||||||||||"3052"|"23,7"|"16,86188"|"15"|"166"|"217"|"288"|"355"|"368"|"378"|"413"|"411"|"441"|||||||||||||||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunST.TdTv2\178692_NVA_17-001.ILC1.RunST.TdTv2_18T022817.01.czi"|"178692_NVA_17-001.ILC1.RunST.TdTv2_18T022817.01.czi"|"Proximity Analysis ILC2 & TH17"|"24/01/2025 11:20:43"|"100045"|"Layer 1"|"Proximity Analysis ILC2 & TH17:;Population:TH17;Within:50;Population 2:ILC2;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||||||||||||||||||||||||||||||||"22367"||||||||||||||"189"|||"218,34"|"171"|||||||||||||||||||||||||"2915"|"13,03"|"17,046783"|"52"|"133"|"187"|"274"|"305"|"359"|"373"|"397"|"401"|"434"||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunST.TdTv2\178692_NVA_17-001.ILC1.RunST.TdTv2_18T022817.01.czi"|"178692_NVA_17-001.ILC1.RunST.TdTv2_18T022817.01.czi"|"Proximity Analysis ILC3 & TH1"|"24/01/2025 11:21:36"|"100046"|"Layer 1"|"Proximity Analysis ILC3 & TH1:;Population:TH1;Within:50;Population 2:ILC3;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"|"9"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"521"|"3"|"33,33"|"82,99"|"8"|"0,375"|"0"|"0"|"1"|"0"|"2"|"0"|"0"|"0"|"0"|"0"||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunST.TdTv2\178692_NVA_17-001.ILC1.RunST.TdTv2_18T022817.01.czi"|"178692_NVA_17-001.ILC1.RunST.TdTv2_18T022817.01.czi"|"Proximity Analysis ILC3 & TH2"|"24/01/2025 11:22:32"|"100047"|"Layer 1"|"Proximity Analysis ILC3 & TH2:;Population:TH2;Within:50;Population 2:ILC3;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||||||||||||||||||"12876"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"521"|||"117,04"|"379"||||||||||||"3718"|"28,88"|"9,810026"|"89"|"183"|"241"|"327"|"393"|"449"|"497"|"513"|"521"|"505"|||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunST.TdTv2\178692_NVA_17-001.ILC1.RunST.TdTv2_18T022817.01.czi"|"178692_NVA_17-001.ILC1.RunST.TdTv2_18T022817.01.czi"|"Proximity Analysis ILC3 & TH17"|"24/01/2025 11:23:13"|"100048"|"Layer 1"|"Proximity Analysis ILC3 & TH17:;Population:TH17;Within:50;Population 2:ILC3;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||||||||||||||||||||||||||||||||"22367"||||||||||||||||||||||||||||||||||||||||||||||||||||||||"521"|||"115,23"|"491"|||||||||||||||||||||||||"6944"|"31,05"|"14,142566"|"50"|"538"|"594"|"748"|"825"|"799"|"811"|"861"|"908"|"810"
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunST.TdTv2\178690_NVA_17-001.ILC1.RunST.TdTv2_17T034208.07.czi"|"178690_NVA_17-001.ILC1.RunST.TdTv2_17T034208.07.czi"|"Proximity Analysis ILC1 & TH1"|"23/01/2025 15:30:44"|"100013"|"Layer 1"|"Proximity Analysis ILC1 & TH1:;Population:TH1;Within:50;Population 2:ILC1;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"|"86"|"718"|"40"|"46,51"|"97"|"71"|"0,5633803"|"1"|"6"|"3"|"1"|"6"|"5"|"4"|"5"|"4"|"5"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunST.TdTv2\178690_NVA_17-001.ILC1.RunST.TdTv2_17T034208.07.czi"|"178690_NVA_17-001.ILC1.RunST.TdTv2_17T034208.07.czi"|"Proximity Analysis ILC1 & TH2"|"23/01/2025 15:33:55"|"100014"|"Layer 1"|"Proximity Analysis ILC1 & TH2:;Population:TH2;Within:50;Population 2:ILC1;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||"718"|||"209,5"|"643"||||||||||||"50493"|"6601"|"13,07"|"10,265941"|"65"|"225"|"386"|"501"|"623"|"754"|"868"|"994"|"1074"|"1111"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunST.TdTv2\178690_NVA_17-001.ILC1.RunST.TdTv2_17T034208.07.czi"|"178690_NVA_17-001.ILC1.RunST.TdTv2_17T034208.07.czi"|"Proximity Analysis ILC1 & TH17"|"23/01/2025 15:38:01"|"100015"|"Layer 1"|"Proximity Analysis ILC1 & TH17:;Population:TH17;Within:50;Population 2:ILC1;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||"718"|||"273,46"|"540"||||||||||||||||||||||||||"11418"|"964"|"8,44"|"1,7851852"|"9"|"39"|"57"|"70"|"98"|"123"|"125"|"146"|"154"|"143"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunST.TdTv2\178690_NVA_17-001.ILC1.RunST.TdTv2_17T034208.07.czi"|"178690_NVA_17-001.ILC1.RunST.TdTv2_17T034208.07.czi"|"Proximity Analysis ILC2 & TH1"|"23/01/2025 15:48:02"|"100016"|"Layer 1"|"Proximity Analysis ILC2 & TH1:;Population:TH1;Within:50;Population 2:ILC2;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"|"86"|||||||||||||||||||||||||||||||||||||||||||||"13640"|"63"|"73,26"|"49,69"|"79"|"0,79746836"|"4"|"5"|"19"|"12"|"5"|"5"|"3"|"5"|"3"|"2"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunST.TdTv2\178690_NVA_17-001.ILC1.RunST.TdTv2_17T034208.07.czi"|"178690_NVA_17-001.ILC1.RunST.TdTv2_17T034208.07.czi"|"Proximity Analysis ILC2 & TH2"|"23/01/2025 15:53:42"|"100017"|"Layer 1"|"Proximity Analysis ILC2 & TH2:;Population:TH2;Within:50;Population 2:ILC2;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||||||||||||||||||"50493"||||||||||||||||||||||||||||"13640"|||"31,69"|"10081"||||||||||||"41807"|"82,8"|"4,1471086"|"756"|"9142"|"7708"|"6420"|"4918"|"3885"|"3002"|"2404"|"1949"|"1623"|||||||||||||||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunST.TdTv2\178690_NVA_17-001.ILC1.RunST.TdTv2_17T034208.07.czi"|"178690_NVA_17-001.ILC1.RunST.TdTv2_17T034208.07.czi"|"Proximity Analysis ILC2 & TH17"|"23/01/2025 16:00:02"|"100018"|"Layer 1"|"Proximity Analysis ILC2 & TH17:;Population:TH17;Within:50;Population 2:ILC2;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||||||||||||||||||||||||||||||||"11418"||||||||||||||"13640"|||"66,48"|"3118"|||||||||||||||||||||||||"6329"|"55,43"|"2,0298269"|"224"|"640"|"813"|"790"|"793"|"741"|"721"|"592"|"543"|"472"||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunST.TdTv2\178690_NVA_17-001.ILC1.RunST.TdTv2_17T034208.07.czi"|"178690_NVA_17-001.ILC1.RunST.TdTv2_17T034208.07.czi"|"Proximity Analysis ILC3 & TH1"|"23/01/2025 16:05:42"|"100019"|"Layer 1"|"Proximity Analysis ILC3 & TH1:;Population:TH1;Within:50;Population 2:ILC3;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"|"86"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"2364"|"33"|"38,37"|"90,19"|"73"|"0,4520548"|"0"|"3"|"3"|"6"|"5"|"3"|"5"|"2"|"2"|"4"||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunST.TdTv2\178690_NVA_17-001.ILC1.RunST.TdTv2_17T034208.07.czi"|"178690_NVA_17-001.ILC1.RunST.TdTv2_17T034208.07.czi"|"Proximity Analysis ILC3 & TH2"|"23/01/2025 16:13:40"|"100020"|"Layer 1"|"Proximity Analysis ILC3 & TH2:;Population:TH2;Within:50;Population 2:ILC3;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||||||||||||||||||"50493"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"2364"|||"105,74"|"1588"||||||||||||"14921"|"29,55"|"9,396095"|"271"|"773"|"1123"|"1497"|"1755"|"1818"|"1911"|"1897"|"1949"|"1927"|||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunST.TdTv2\178690_NVA_17-001.ILC1.RunST.TdTv2_17T034208.07.czi"|"178690_NVA_17-001.ILC1.RunST.TdTv2_17T034208.07.czi"|"Proximity Analysis ILC3 & TH17"|"23/01/2025 16:18:16"|"100021"|"Layer 1"|"Proximity Analysis ILC3 & TH17:;Population:TH17;Within:50;Population 2:ILC3;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||||||||||||||||||||||||||||||||"11418"||||||||||||||||||||||||||||||||||||||||||||||||||||||||"2364"|||"68,63"|"1940"|||||||||||||||||||||||||"6143"|"53,8"|"3,1664948"|"73"|"781"|"773"|"763"|"695"|"688"|"636"|"622"|"595"|"517"
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunST.TdTv2\178693_NVA_17-001.ILC1.RunST.TdTv2_19T052700.04.czi"|"178693_NVA_17-001.ILC1.RunST.TdTv2_19T052700.04.czi"|"Proximity Analysis ILC1 & TH1"|"24/01/2025 13:22:34"|"100090"|"Layer 1"|"Proximity Analysis ILC1 & TH1:;Population:TH1;Within:50;Population 2:ILC1;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"|"30"|"376"|"18"|"60"|"88,19"|"29"|"0,62068963"|"1"|"4"|"1"|"3"|"2"|"0"|"0"|"3"|"1"|"3"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunST.TdTv2\178693_NVA_17-001.ILC1.RunST.TdTv2_19T052700.04.czi"|"178693_NVA_17-001.ILC1.RunST.TdTv2_19T052700.04.czi"|"Proximity Analysis ILC1 & TH2"|"24/01/2025 13:28:30"|"100097"|"Layer 1"|"Proximity Analysis ILC1 & TH2:;Population:TH2;Within:50;Population 2:ILC1;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||"376"|||"208,83"|"222"||||||||||||"2983"|"583"|"19,54"|"2,626126"|"11"|"31"|"57"|"54"|"74"|"71"|"74"|"65"|"73"|"73"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunST.TdTv2\178693_NVA_17-001.ILC1.RunST.TdTv2_19T052700.04.czi"|"178693_NVA_17-001.ILC1.RunST.TdTv2_19T052700.04.czi"|"Proximity Analysis ILC1 & TH17"|"24/01/2025 13:34:13"|"100119"|"Layer 1"|"Proximity Analysis ILC1 & TH17:;Population:TH17;Within:50;Population 2:ILC1;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||"376"|||"303,33"|"206"||||||||||||||||||||||||||"4184"|"488"|"11,66"|"2,368932"|"9"|"14"|"35"|"48"|"57"|"51"|"60"|"65"|"74"|"75"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunST.TdTv2\178693_NVA_17-001.ILC1.RunST.TdTv2_19T052700.04.czi"|"178693_NVA_17-001.ILC1.RunST.TdTv2_19T052700.04.czi"|"Proximity Analysis ILC2 & TH1"|"24/01/2025 13:45:22"|"100120"|"Layer 1"|"Proximity Analysis ILC2 & TH1:;Population:TH1;Within:50;Population 2:ILC2;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"|"30"|||||||||||||||||||||||||||||||||||||||||||||"963"|"23"|"76,67"|"59,9"|"29"|"0,79310346"|"0"|"4"|"3"|"5"|"4"|"1"|"2"|"0"|"2"|"2"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
