"Image Location"|"Image Tag"|"Algorithm Name"|"Start Time"|"Job Id"|"Analysis Region"|"Analysis Inputs"|"TH1 Count"|"ILC1 Count"|"TH1 within 50μm of ILC1"|"% TH1 within 50μm of ILC1"|"Average Distance (μm) to ILC1"|"Number of Unique ILC1"|"Average number of TH1 within 50μm of ILC1"|"TH1 within 0-5μm of ILC1"|"TH1 within 5-10μm of ILC1"|"TH1 within 10-15μm of ILC1"|"TH1 within 15-20μm of ILC1"|"TH1 within 20-25μm of ILC1"|"TH1 within 25-30μm of ILC1"|"TH1 within 30-35μm of ILC1"|"TH1 within 35-40μm of ILC1"|"TH1 within 40-45μm of ILC1"|"TH1 within 45-50μm of ILC1"|"TH2 Count"|"TH2 within 50μm of ILC1"|"% TH2 within 50μm of ILC1"|"Average number of TH2 within 50μm of ILC1"|"TH2 within 0-5μm of ILC1"|"TH2 within 5-10μm of ILC1"|"TH2 within 10-15μm of ILC1"|"TH2 within 15-20μm of ILC1"|"TH2 within 20-25μm of ILC1"|"TH2 within 25-30μm of ILC1"|"TH2 within 30-35μm of ILC1"|"TH2 within 35-40μm of ILC1"|"TH2 within 40-45μm of ILC1"|"TH2 within 45-50μm of ILC1"|"TH17 Count"|"TH17 within 50μm of ILC1"|"% TH17 within 50μm of ILC1"|"Average number of TH17 within 50μm of ILC1"|"TH17 within 0-5μm of ILC1"|"TH17 within 5-10μm of ILC1"|"TH17 within 10-15μm of ILC1"|"TH17 within 15-20μm of ILC1"|"TH17 within 20-25μm of ILC1"|"TH17 within 25-30μm of ILC1"|"TH17 within 30-35μm of ILC1"|"TH17 within 35-40μm of ILC1"|"TH17 within 40-45μm of ILC1"|"TH17 within 45-50μm of ILC1"|"ILC2 Count"|"TH1 within 50μm of ILC2"|"% TH1 within 50μm of ILC2"|"Average Distance (μm) to ILC2"|"Number of Unique ILC2"|"Average number of TH1 within 50μm of ILC2"|"TH1 within 0-5μm of ILC2"|"TH1 within 5-10μm of ILC2"|"TH1 within 10-15μm of ILC2"|"TH1 within 15-20μm of ILC2"|"TH1 within 20-25μm of ILC2"|"TH1 within 25-30μm of ILC2"|"TH1 within 30-35μm of ILC2"|"TH1 within 35-40μm of ILC2"|"TH1 within 40-45μm of ILC2"|"TH1 within 45-50μm of ILC2"|"TH2 within 50μm of ILC2"|"% TH2 within 50μm of ILC2"|"Average number of TH2 within 50μm of ILC2"|"TH2 within 0-5μm of ILC2"|"TH2 within 5-10μm of ILC2"|"TH2 within 10-15μm of ILC2"|"TH2 within 15-20μm of ILC2"|"TH2 within 20-25μm of ILC2"|"TH2 within 25-30μm of ILC2"|"TH2 within 30-35μm of ILC2"|"TH2 within 35-40μm of ILC2"|"TH2 within 40-45μm of ILC2"|"TH2 within 45-50μm of ILC2"|"TH17 within 50μm of ILC2"|"% TH17 within 50μm of ILC2"|"Average number of TH17 within 50μm of ILC2"|"TH17 within 0-5μm of ILC2"|"TH17 within 5-10μm of ILC2"|"TH17 within 10-15μm of ILC2"|"TH17 within 15-20μm of ILC2"|"TH17 within 20-25μm of ILC2"|"TH17 within 25-30μm of ILC2"|"TH17 within 30-35μm of ILC2"|"TH17 within 35-40μm of ILC2"|"TH17 within 40-45μm of ILC2"|"TH17 within 45-50μm of ILC2"|"ILC3 Count"|"TH1 within 50μm of ILC3"|"% TH1 within 50μm of ILC3"|"Average Distance (μm) to ILC3"|"Number of Unique ILC3"|"Average number of TH1 within 50μm of ILC3"|"TH1 within 0-5μm of ILC3"|"TH1 within 5-10μm of ILC3"|"TH1 within 10-15μm of ILC3"|"TH1 within 15-20μm of ILC3"|"TH1 within 20-25μm of ILC3"|"TH1 within 25-30μm of ILC3"|"TH1 within 30-35μm of ILC3"|"TH1 within 35-40μm of ILC3"|"TH1 within 40-45μm of ILC3"|"TH1 within 45-50μm of ILC3"|"TH2 within 50μm of ILC3"|"% TH2 within 50μm of ILC3"|"Average number of TH2 within 50μm of ILC3"|"TH2 within 0-5μm of ILC3"|"TH2 within 5-10μm of ILC3"|"TH2 within 10-15μm of ILC3"|"TH2 within 15-20μm of ILC3"|"TH2 within 20-25μm of ILC3"|"TH2 within 25-30μm of ILC3"|"TH2 within 30-35μm of ILC3"|"TH2 within 35-40μm of ILC3"|"TH2 within 40-45μm of ILC3"|"TH2 within 45-50μm of ILC3"|"TH17 within 50μm of ILC3"|"% TH17 within 50μm of ILC3"|"Average number of TH17 within 50μm of ILC3"|"TH17 within 0-5μm of ILC3"|"TH17 within 5-10μm of ILC3"|"TH17 within 10-15μm of ILC3"|"TH17 within 15-20μm of ILC3"|"TH17 within 20-25μm of ILC3"|"TH17 within 25-30μm of ILC3"|"TH17 within 30-35μm of ILC3"|"TH17 within 35-40μm of ILC3"|"TH17 within 40-45μm of ILC3"|"TH17 within 45-50μm of ILC3"
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunFL\178938_NVA_17-001.ILC1.RunFL_21T026643.01.czi"|"178938_NVA_17-001.ILC1.RunFL_21T026643.01.czi"|"Proximity Analysis ILC2 & TH17"|"21/01/2025 17:52:16"|"99763"|"Layer 1"|"Proximity Analysis ILC2 & TH17:;Population:TH17;Within:50;Population 2:ILC2;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||||||||||||||||||||||||||||||||"10"||||||||||||||"120"|||"319,89"|"9"|||||||||||||||||||||||||"1"|"10"|"0,11111111"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"1"|"0"||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunFL\178938_NVA_17-001.ILC1.RunFL_21T026643.01.czi"|"178938_NVA_17-001.ILC1.RunFL_21T026643.01.czi"|"Proximity Analysis ILC3 & TH1"|"21/01/2025 17:52:47"|"99764"|"Layer 1"|"Proximity Analysis ILC3 & TH1:;Population:TH1;Within:50;Population 2:ILC3;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"|"36"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"58"|"0"|"0"|"275,92"|"19"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunFL\178938_NVA_17-001.ILC1.RunFL_21T026643.01.czi"|"178938_NVA_17-001.ILC1.RunFL_21T026643.01.czi"|"Proximity Analysis ILC3 & TH2"|"21/01/2025 17:53:34"|"99765"|"Layer 1"|"Proximity Analysis ILC3 & TH2:;Population:TH2;Within:50;Population 2:ILC3;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||||||||||||||||||"1388"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"58"|||"299,06"|"51"||||||||||||"32"|"2,31"|"0,627451"|"0"|"1"|"4"|"2"|"4"|"4"|"2"|"4"|"4"|"7"|||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunFL\178938_NVA_17-001.ILC1.RunFL_21T026643.01.czi"|"178938_NVA_17-001.ILC1.RunFL_21T026643.01.czi"|"Proximity Analysis ILC3 & TH17"|"21/01/2025 17:54:39"|"99766"|"Layer 1"|"Proximity Analysis ILC3 & TH17:;Population:TH17;Within:50;Population 2:ILC3;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||||||||||||||||||||||||||||||||"10"||||||||||||||||||||||||||||||||||||||||||||||||||||||||"58"|||"259,08"|"8"|||||||||||||||||||||||||"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunFL\178939_NVA_17-001.ILC1.RunFL_22T007116.00.czi"|"178939_NVA_17-001.ILC1.RunFL_22T007116.00.czi"|"Proximity Analysis ILC1 & TH1"|"21/01/2025 17:38:46"|"99749"|"Layer 1"|"Proximity Analysis ILC1 & TH1:;Population:TH1;Within:50;Population 2:ILC1;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"|"661"|"469"|"313"|"47,35"|"63,96"|"300"|"1,0433333"|"2"|"28"|"27"|"27"|"38"|"35"|"40"|"36"|"36"|"44"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunFL\178939_NVA_17-001.ILC1.RunFL_22T007116.00.czi"|"178939_NVA_17-001.ILC1.RunFL_22T007116.00.czi"|"Proximity Analysis ILC1 & TH2"|"21/01/2025 17:40:26"|"99750"|"Layer 1"|"Proximity Analysis ILC1 & TH2:;Population:TH2;Within:50;Population 2:ILC1;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||"469"|||"101,27"|"363"||||||||||||"3739"|"933"|"24,95"|"2,570248"|"8"|"24"|"56"|"62"|"95"|"120"|"127"|"139"|"155"|"147"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunFL\178939_NVA_17-001.ILC1.RunFL_22T007116.00.czi"|"178939_NVA_17-001.ILC1.RunFL_22T007116.00.czi"|"Proximity Analysis ILC1 & TH17"|"21/01/2025 17:41:02"|"99751"|"Layer 1"|"Proximity Analysis ILC1 & TH17:;Population:TH17;Within:50;Population 2:ILC1;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||"469"|||"65,04"|"187"||||||||||||||||||||||||||"340"|"163"|"47,94"|"0,8716577"|"1"|"5"|"14"|"14"|"21"|"17"|"18"|"21"|"24"|"28"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunFL\178939_NVA_17-001.ILC1.RunFL_22T007116.00.czi"|"178939_NVA_17-001.ILC1.RunFL_22T007116.00.czi"|"Proximity Analysis ILC2 & TH1"|"21/01/2025 17:41:56"|"99752"|"Layer 1"|"Proximity Analysis ILC2 & TH1:;Population:TH1;Within:50;Population 2:ILC2;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"|"661"|||||||||||||||||||||||||||||||||||||||||||||"3"|"2"|"0,3"|"1524,03"|"3"|"0,6666667"|"0"|"0"|"0"|"0"|"0"|"1"|"0"|"1"|"0"|"0"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunFL\178939_NVA_17-001.ILC1.RunFL_22T007116.00.czi"|"178939_NVA_17-001.ILC1.RunFL_22T007116.00.czi"|"Proximity Analysis ILC2 & TH2"|"21/01/2025 17:42:24"|"99753"|"Layer 1"|"Proximity Analysis ILC2 & TH2:;Population:TH2;Within:50;Population 2:ILC2;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||||||||||||||||||"3739"||||||||||||||||||||||||||||"3"|||"1841,78"|"3"||||||||||||"28"|"0,75"|"9,333333"|"0"|"1"|"1"|"2"|"5"|"2"|"6"|"4"|"5"|"2"|||||||||||||||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunFL\178939_NVA_17-001.ILC1.RunFL_22T007116.00.czi"|"178939_NVA_17-001.ILC1.RunFL_22T007116.00.czi"|"Proximity Analysis ILC2 & TH17"|"21/01/2025 17:42:47"|"99754"|"Layer 1"|"Proximity Analysis ILC2 & TH17:;Population:TH17;Within:50;Population 2:ILC2;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||||||||||||||||||||||||||||||||"340"||||||||||||||"3"|||"1541,11"|"3"|||||||||||||||||||||||||"3"|"0,88"|"1"|"0"|"0"|"0"|"0"|"0"|"1"|"1"|"0"|"0"|"1"||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunFL\178939_NVA_17-001.ILC1.RunFL_22T007116.00.czi"|"178939_NVA_17-001.ILC1.RunFL_22T007116.00.czi"|"Proximity Analysis ILC3 & TH1"|"21/01/2025 17:43:18"|"99755"|"Layer 1"|"Proximity Analysis ILC3 & TH1:;Population:TH1;Within:50;Population 2:ILC3;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"|"661"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"127"|"90"|"13,62"|"145,73"|"109"|"0,82568806"|"0"|"1"|"9"|"9"|"2"|"7"|"15"|"10"|"23"|"14"||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunFL\178939_NVA_17-001.ILC1.RunFL_22T007116.00.czi"|"178939_NVA_17-001.ILC1.RunFL_22T007116.00.czi"|"Proximity Analysis ILC3 & TH2"|"21/01/2025 17:43:44"|"99756"|"Layer 1"|"Proximity Analysis ILC3 & TH2:;Population:TH2;Within:50;Population 2:ILC3;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||||||||||||||||||"3739"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"127"|||"173,86"|"124"||||||||||||"259"|"6,93"|"2,0887096"|"1"|"3"|"8"|"11"|"28"|"27"|"33"|"42"|"54"|"52"|||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunFL\178939_NVA_17-001.ILC1.RunFL_22T007116.00.czi"|"178939_NVA_17-001.ILC1.RunFL_22T007116.00.czi"|"Proximity Analysis ILC3 & TH17"|"21/01/2025 17:44:14"|"99757"|"Layer 1"|"Proximity Analysis ILC3 & TH17:;Population:TH17;Within:50;Population 2:ILC3;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||||||||||||||||||||||||||||||||"340"||||||||||||||||||||||||||||||||||||||||||||||||||||||||"127"|||"130,83"|"100"|||||||||||||||||||||||||"76"|"22,35"|"0,76"|"4"|"9"|"3"|"5"|"2"|"11"|"12"|"7"|"10"|"13"
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunFL\178940_NVA_17-001.ILC1.RunFL_22T023296.07.czi"|"178940_NVA_17-001.ILC1.RunFL_22T023296.07.czi"|"Proximity Analysis ILC1 & TH1"|"21/01/2025 17:18:41"|"99740"|"Layer 1"|"Proximity Analysis ILC1 & TH1:;Population:TH1;Within:50;Population 2:ILC1;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"|"1860"|"901"|"956"|"51,4"|"58,49"|"608"|"1,5723684"|"12"|"91"|"88"|"95"|"102"|"104"|"120"|"100"|"125"|"119"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunFL\178940_NVA_17-001.ILC1.RunFL_22T023296.07.czi"|"178940_NVA_17-001.ILC1.RunFL_22T023296.07.czi"|"Proximity Analysis ILC1 & TH2"|"21/01/2025 17:19:43"|"99741"|"Layer 1"|"Proximity Analysis ILC1 & TH2:;Population:TH2;Within:50;Population 2:ILC1;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||"901"|||"89,08"|"856"||||||||||||"22650"|"7314"|"32,29"|"8,544393"|"126"|"338"|"506"|"715"|"839"|"885"|"901"|"985"|"1009"|"1010"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunFL\178940_NVA_17-001.ILC1.RunFL_22T023296.07.czi"|"178940_NVA_17-001.ILC1.RunFL_22T023296.07.czi"|"Proximity Analysis ILC1 & TH17"|"21/01/2025 17:20:30"|"99742"|"Layer 1"|"Proximity Analysis ILC1 & TH17:;Population:TH17;Within:50;Population 2:ILC1;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||"901"|||"55,74"|"92"||||||||||||||||||||||||||"120"|"66"|"55"|"0,7173913"|"2"|"2"|"5"|"8"|"10"|"8"|"9"|"10"|"7"|"5"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunFL\178940_NVA_17-001.ILC1.RunFL_22T023296.07.czi"|"178940_NVA_17-001.ILC1.RunFL_22T023296.07.czi"|"Proximity Analysis ILC2 & TH1"|"21/01/2025 17:23:46"|"99743"|"Layer 1"|"Proximity Analysis ILC2 & TH1:;Population:TH1;Within:50;Population 2:ILC2;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"|"1860"|||||||||||||||||||||||||||||||||||||||||||||"437"|"533"|"28,66"|"93"|"307"|"1,7361563"|"10"|"25"|"34"|"44"|"48"|"71"|"68"|"64"|"87"|"82"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunFL\178940_NVA_17-001.ILC1.RunFL_22T023296.07.czi"|"178940_NVA_17-001.ILC1.RunFL_22T023296.07.czi"|"Proximity Analysis ILC2 & TH2"|"21/01/2025 17:24:56"|"99744"|"Layer 1"|"Proximity Analysis ILC2 & TH2:;Population:TH2;Within:50;Population 2:ILC2;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||||||||||||||||||"22650"||||||||||||||||||||||||||||"437"|||"109,44"|"436"||||||||||||"5450"|"24,06"|"12,5"|"24"|"280"|"382"|"472"|"594"|"675"|"707"|"769"|"792"|"755"|||||||||||||||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunFL\178940_NVA_17-001.ILC1.RunFL_22T023296.07.czi"|"178940_NVA_17-001.ILC1.RunFL_22T023296.07.czi"|"Proximity Analysis ILC2 & TH17"|"21/01/2025 17:25:46"|"99745"|"Layer 1"|"Proximity Analysis ILC2 & TH17:;Population:TH17;Within:50;Population 2:ILC2;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||||||||||||||||||||||||||||||||"120"||||||||||||||"437"|||"94,85"|"82"|||||||||||||||||||||||||"45"|"37,5"|"0,5487805"|"0"|"2"|"1"|"4"|"7"|"4"|"9"|"9"|"4"|"5"||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunFL\178940_NVA_17-001.ILC1.RunFL_22T023296.07.czi"|"178940_NVA_17-001.ILC1.RunFL_22T023296.07.czi"|"Proximity Analysis ILC3 & TH1"|"21/01/2025 17:30:38"|"99746"|"Layer 1"|"Proximity Analysis ILC3 & TH1:;Population:TH1;Within:50;Population 2:ILC3;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"|"1860"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"42"|"58"|"3,12"|"390,86"|"42"|"1,3809524"|"0"|"2"|"5"|"4"|"6"|"11"|"8"|"5"|"9"|"8"||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunFL\178940_NVA_17-001.ILC1.RunFL_22T023296.07.czi"|"178940_NVA_17-001.ILC1.RunFL_22T023296.07.czi"|"Proximity Analysis ILC3 & TH2"|"21/01/2025 17:31:28"|"99747"|"Layer 1"|"Proximity Analysis ILC3 & TH2:;Population:TH2;Within:50;Population 2:ILC3;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||||||||||||||||||"22650"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"42"|||"406,22"|"42"||||||||||||"582"|"2,57"|"13,857142"|"4"|"23"|"32"|"49"|"47"|"59"|"87"|"91"|"88"|"102"|||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunFL\178940_NVA_17-001.ILC1.RunFL_22T023296.07.czi"|"178940_NVA_17-001.ILC1.RunFL_22T023296.07.czi"|"Proximity Analysis ILC3 & TH17"|"21/01/2025 17:32:22"|"99748"|"Layer 1"|"Proximity Analysis ILC3 & TH17:;Population:TH17;Within:50;Population 2:ILC3;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||||||||||||||||||||||||||||||||"120"||||||||||||||||||||||||||||||||||||||||||||||||||||||||"42"|||"355,3"|"35"|||||||||||||||||||||||||"23"|"19,17"|"0,6571429"|"1"|"6"|"1"|"1"|"2"|"3"|"4"|"1"|"2"|"2"
