Case ID,NK/ILC1ie,ILC1,ILC2,ILC3,TH1,TH2,TH17
0,0.7556141186245978,0.2040091102810104,0.4719663288673752,-1.0532548649443845,0.030493324579531963,0.06358984866500977,-0.965758734892102
1,-0.6516003574890614,0.4223008537542272,1.1099620053258434,-1.1869198163004406,-0.008448193696215283,1.3298355658690961,0.00694519522588086
2,-1.1340464961973848,-0.7990162783651436,0.20071287599734428,-1.113327289603164,-0.9586125711466723,-0.48089213972039024,-1.56843821533124
3,-0.4757144543255245,-0.2352131085342837,0.6308883678256325,-0.9245931941550206,-0.19739569403042415,1.3923681380967785,-0.5450251663394076
4,-0.06297192897697619,0.6926023385217857,1.156222928086578,1.5850148392592258,1.1752894598705785,1.5935254530096072,1.6243162525545338
5,0.09899079614742476,0.020786150529283426,0.516802526242561,0.280273607412021,0.6010681596213956,1.0814682015821007,0.330588501741411
6,0.6301172136576461,0.5150259854993097,0.5368165346547287,0.06510290970008285,0.9263202521038764,0.9576348360509046,0.19436997316551352
7,0.041421860011025026,1.8410690714180755,1.7722903526451412,1.9810608923564232,1.7110370079834694,2.10584701565365,2.025321029738557
8,-0.5082358924150393,-0.23335827351418106,-0.169637401852828,0.6423251147097934,-0.27787217298457495,-0.255472435553425,-0.5591428436290151
9,-0.5155194931902877,1.1368425109893416,0.6183068121951705,1.8777438890944866,-0.15561952448952443,-0.22695409368342956,-0.14051820496656658
10,-0.48598952177491583,0.4157130458193261,-0.5744253828101272,0.5857045216591895,-0.4433977745815153,0.2659698430757419,0.10763859753028318
11,-0.45007554923137705,-0.23658154940369905,-0.7037914820618233,0.09087590604977851,-1.0361177829659345,-0.7280935040970685,-0.4119061906334847
12,-0.6252192396398406,-0.02919198279857419,-0.844956674911659,0.10686899116247782,-0.45880488261690766,-0.2664166786615016,-0.4051282963947592
13,0.28701770624191814,0.3873992828299227,-0.5909197556823246,1.0185905696635984,0.007067390042860144,0.22225895147502175,-0.20965110732777006
14,0.5128494453800053,0.31227868902723815,0.29127109018506253,0.02511785986562211,0.3779063433510921,0.6114605420596314,0.004314060141292452
15,0.6127627229616374,1.364975534057021,0.19858327041680662,0.6568009228386036,1.6839450379079282,1.2516061232730558,0.4534507503766204
16,-0.7561889972044623,-0.9448146394596377,-1.3098414649522956,-0.11871200315454586,-1.0914546072718267,-1.2760399160044105,-1.1469884875433782
17,-0.6288133842269639,0.06540253415872439,-1.0799287254492718,0.07727389928986726,-0.7431245171925448,-0.9485392197345105,-0.17973767128400858
