Image Tag,Analysis Region,Phenotypes,# Cells / mm²
178692_THYMUS_ILC1,Cortex,TH1 TdT+,0.200477537
178693_THYMUS_ILC1,Cortex,TH1 TdT+,0.109713772
178694_THYMUS_ILC1,Cortex,TH1 TdT+,0.197165844
178695_THYMUS_ILC1,Cortex,TH1 TdT+,0.323955016
178688_THYMUS_ILC1,Cortex,Immature TH1,0.0
178689_THYMUS_ILC1,Cortex,Immature TH1,0.043846299
178690_THYMUS_ILC1,Cortex,Immature TH1,0.068153861
178691_THYMUS_ILC1,Cortex,Immature TH1,0.048913509
178692_THYMUS_ILC1,Cortex,Immature TH1,0.100238769
178693_THYMUS_ILC1,Cortex,Immature TH1,0.438855089
178694_THYMUS_ILC1,Cortex,Immature TH1,0.078866337
178695_THYMUS_ILC1,Cortex,Immature TH1,0.323955016
178696_THYMUS_ILC2,Cortex,TH2 TdT–,0.607099998
178697_THYMUS_ILC2,Cortex,TH2 TdT–,57.98655688
178698_THYMUS_ILC2,Cortex,TH2 TdT–,123.6028525
178699_THYMUS_ILC2,Cortex,TH2 TdT–,74.18384374
178700_THYMUS_ILC2,Cortex,TH2 TdT–,104.6134736
178701_THYMUS_ILC2,Cortex,TH2 TdT–,57.99744811
178702_THYMUS_ILC2,Cortex,TH2 TdT–,52.10038661
178703_THYMUS_ILC2,Cortex,TH2 TdT–,542.056537
178696_THYMUS_ILC2,Cortex,TH2 TdT+,0.030355
178697_THYMUS_ILC2,Cortex,TH2 TdT+,35.46285297
178698_THYMUS_ILC2,Cortex,TH2 TdT+,148.2408375
178699_THYMUS_ILC2,Cortex,TH2 TdT+,155.325361
178700_THYMUS_ILC2,Cortex,TH2 TdT+,744.7044398
178701_THYMUS_ILC2,Cortex,TH2 TdT+,61.77505968
178702_THYMUS_ILC2,Cortex,TH2 TdT+,310.6262292
178703_THYMUS_ILC2,Cortex,TH2 TdT+,354.9678434
178696_THYMUS_ILC2,Cortex,Immature TH2,0.333904999
178697_THYMUS_ILC2,Cortex,Immature TH2,40.47296119
178698_THYMUS_ILC2,Cortex,Immature TH2,148.5161223
178699_THYMUS_ILC2,Cortex,Immature TH2,138.4953128
178700_THYMUS_ILC2,Cortex,Immature TH2,36.45474149
178701_THYMUS_ILC2,Cortex,Immature TH2,33.33186673
178702_THYMUS_ILC2,Cortex,Immature TH2,109.4070117
178703_THYMUS_ILC2,Cortex,Immature TH2,104.8350626
178704_THYMUS_ILC3,Cortex,TH17 TdT–,0.030484955
178705_THYMUS_ILC3,Cortex,TH17 TdT–,3.357971121
178706_THYMUS_ILC3,Cortex,TH17 TdT–,13.34160319
178707_THYMUS_ILC3,Cortex,TH17 TdT–,2.059847799
178708_THYMUS_ILC3,Cortex,TH17 TdT–,84.27045466
178709_THYMUS_ILC3,Cortex,TH17 TdT–,4.142031119
178710_THYMUS_ILC3,Cortex,TH17 TdT–,22.05312805
178711_THYMUS_ILC3,Cortex,TH17 TdT–,20.57353248
178704_THYMUS_ILC3,Cortex,TH17 TdT+,0.0
178705_THYMUS_ILC3,Cortex,TH17 TdT+,8.041457158
178706_THYMUS_ILC3,Cortex,TH17 TdT+,30.54390078
178707_THYMUS_ILC3,Cortex,TH17 TdT+,6.817115334
178708_THYMUS_ILC3,Cortex,TH17 TdT+,1681.286648
178709_THYMUS_ILC3,Cortex,TH17 TdT+,77.82658471
178710_THYMUS_ILC3,Cortex,TH17 TdT+,702.5614502
178711_THYMUS_ILC3,Cortex,TH17 TdT+,234.7440056
178704_THYMUS_ILC3,Cortex,Immature TH17,0.182909732
178705_THYMUS_ILC3,Cortex,Immature TH17,46.61394122
178706_THYMUS_ILC3,Cortex,Immature TH17,86.47272132
178707_THYMUS_ILC3,Cortex,Immature TH17,37.8619643
178708_THYMUS_ILC3,Cortex,Immature TH17,191.2622947
178709_THYMUS_ILC3,Cortex,Immature TH17,262.0379687
178710_THYMUS_ILC3,Cortex,Immature TH17,508.047905
178711_THYMUS_ILC3,Cortex,Immature TH17,230.9379021
