Image Tag,Analysis Region,Phenotypes,# Cells / mm²
168983_LYMPH-NODE_ILC2,Extra-follicular zone,ILC2,342.3412031
168984_LYMPH-NODE_ILC2,Extra-follicular zone,ILC2,95.20400991
168985_LYMPH-NODE_ILC2,Extra-follicular zone,ILC2,510.055397
168986_LYMPH-NODE_ILC2,Extra-follicular zone,ILC2,61.04630511
168987_LYMPH-NODE_ILC3,Extra-follicular zone,ILC3,74.39048757
168988_LYMPH-NODE_ILC3,Extra-follicular zone,ILC3,150.3939357
168989_LYMPH-NODE_ILC3,Extra-follicular zone,ILC3,33.32114489
168990_LYMPH-NODE_ILC3,Extra-follicular zone,ILC3,65.47948183
168991_LYMPH-NODE_ILC3,Extra-follicular zone,ILC3,210.6242649
168992_LYMPH-NODE_ILC3,Extra-follicular zone,ILC3,62.94906198
168993_LYMPH-NODE_ILC3,Extra-follicular zone,ILC3,41.23274849
168994_LYMPH-NODE_ILC3,Extra-follicular zone,ILC3,36.59708081
168971_LYMPH-NODE_ILC1,Extra-follicular zone,TH1,6.787929163
168972_LYMPH-NODE_ILC1,Extra-follicular zone,TH1,2.385527166
168973_LYMPH-NODE_ILC1,Extra-follicular zone,TH1,0.653507393
168974_LYMPH-NODE_ILC1,Extra-follicular zone,TH1,20.70025344
168975_LYMPH-NODE_ILC1,Extra-follicular zone,TH1,30.63980965
168976_LYMPH-NODE_ILC1,Extra-follicular zone,TH1,0.58504599
168977_LYMPH-NODE_ILC1,Extra-follicular zone,TH1,2.565601935
168978_LYMPH-NODE_ILC1,Extra-follicular zone,TH1,6.744251355
168979_LYMPH-NODE_ILC2,Extra-follicular zone,TH2,600.4494704
168980_LYMPH-NODE_ILC2,Extra-follicular zone,TH2,199.124688
168981_LYMPH-NODE_ILC2,Extra-follicular zone,TH2,274.4694701
168982_LYMPH-NODE_ILC2,Extra-follicular zone,TH2,583.292841
168983_LYMPH-NODE_ILC2,Extra-follicular zone,TH2,365.0020865
168984_LYMPH-NODE_ILC2,Extra-follicular zone,TH2,182.8667821
168985_LYMPH-NODE_ILC2,Extra-follicular zone,TH2,535.3584939
168986_LYMPH-NODE_ILC2,Extra-follicular zone,TH2,1306.068669
168987_LYMPH-NODE_ILC3,Extra-follicular zone,TH17,36.74663833
168988_LYMPH-NODE_ILC3,Extra-follicular zone,TH17,97.52385852
168989_LYMPH-NODE_ILC3,Extra-follicular zone,TH17,6.742401753
168990_LYMPH-NODE_ILC3,Extra-follicular zone,TH17,120.0741737
168991_LYMPH-NODE_ILC3,Extra-follicular zone,TH17,128.8227745
168992_LYMPH-NODE_ILC3,Extra-follicular zone,TH17,39.69090393
168993_LYMPH-NODE_ILC3,Extra-follicular zone,TH17,6.330195447
168994_LYMPH-NODE_ILC3,Extra-follicular zone,TH17,45.77456048
168525_TONSIL_ILC1,Germinal center,NK/ILC1ie,2.542054509
168526_TONSIL_ILC1,Germinal center,NK/ILC1ie,0.0
168527_TONSIL_ILC1,Germinal center,NK/ILC1ie,0.0
168528_TONSIL_ILC1,Germinal center,NK/ILC1ie,0.090256064
168529_TONSIL_ILC1,Germinal center,NK/ILC1ie,0.292139519
168530_TONSIL_ILC1,Germinal center,NK/ILC1ie,0.211699263
168531_TONSIL_ILC1,Germinal center,NK/ILC1ie,1.732403287
168532_TONSIL_ILC1,Germinal center,NK/ILC1ie,0.438523641
168525_TONSIL_ILC1,Germinal center,ILC1,9.684017177
168526_TONSIL_ILC1,Germinal center,ILC1,5.252497125
168527_TONSIL_ILC1,Germinal center,ILC1,2.049972697
168528_TONSIL_ILC1,Germinal center,ILC1,13.98968987
