Image Tag,Analysis Region,Phenotypes,# Cells / mm²
173918_ILEUM_ILC3,Extra-follicular zone,ILC3,21.29004373
173919_ILEUM_ILC3,Extra-follicular zone,ILC3,29.3532328
173920_ILEUM_ILC3,Extra-follicular zone,ILC3,57.85891735
173921_ILEUM_ILC3,Extra-follicular zone,ILC3,41.81148967
173922_ILEUM_ILC3,Extra-follicular zone,ILC3,74.96041202
173923_ILEUM_ILC3,Extra-follicular zone,ILC3,199.7227833
173924_ILEUM_ILC3,Extra-follicular zone,ILC3,16.05334432
173925_ILEUM_ILC3,Extra-follicular zone,ILC3,16.54911764
193700_ILEUM_ILC1,Extra-follicular zone,icCD3+ NK/ILC1ie,0.0
193701_ILEUM_ILC1,Extra-follicular zone,icCD3+ NK/ILC1ie,0.071301273
193702_ILEUM_ILC1,Extra-follicular zone,icCD3+ NK/ILC1ie,0.060007581
193703_ILEUM_ILC1,Extra-follicular zone,icCD3+ NK/ILC1ie,0.927477574
193704_ILEUM_ILC1,Extra-follicular zone,icCD3+ NK/ILC1ie,0.738212954
193705_ILEUM_ILC1,Extra-follicular zone,icCD3+ NK/ILC1ie,1.325751142
193706_ILEUM_ILC1,Extra-follicular zone,icCD3+ NK/ILC1ie,0.0
193707_ILEUM_ILC1,Extra-follicular zone,icCD3+ NK/ILC1ie,0.025557208
193700_ILEUM_ILC1,Extra-follicular zone,icCD3+ ILC1,0.196766508
193701_ILEUM_ILC1,Extra-follicular zone,icCD3+ ILC1,2.789662314
193702_ILEUM_ILC1,Extra-follicular zone,icCD3+ ILC1,2.970375277
193703_ILEUM_ILC1,Extra-follicular zone,icCD3+ ILC1,4.963722573
193704_ILEUM_ILC1,Extra-follicular zone,icCD3+ ILC1,4.069635514
193705_ILEUM_ILC1,Extra-follicular zone,icCD3+ ILC1,127.1063907
193706_ILEUM_ILC1,Extra-follicular zone,icCD3+ ILC1,5.500284088
193707_ILEUM_ILC1,Extra-follicular zone,icCD3+ ILC1,2.300148763
173918_ILEUM_ILC3,Extra-follicular zone,icCD3+ ILC3,0.337937202
173919_ILEUM_ILC3,Extra-follicular zone,icCD3+ ILC3,0.353275067
173920_ILEUM_ILC3,Extra-follicular zone,icCD3+ ILC3,7.280261124
173921_ILEUM_ILC3,Extra-follicular zone,icCD3+ ILC3,2.328741197
173922_ILEUM_ILC3,Extra-follicular zone,icCD3+ ILC3,0.75152663
173923_ILEUM_ILC3,Extra-follicular zone,icCD3+ ILC3,10.89139824
173924_ILEUM_ILC3,Extra-follicular zone,icCD3+ ILC3,4.337944145
173925_ILEUM_ILC3,Extra-follicular zone,icCD3+ ILC3,0.719526854
193700_ILEUM_ILC1,Extra-follicular zone,TH1,0.0
193701_ILEUM_ILC1,Extra-follicular zone,TH1,0.187165842
193702_ILEUM_ILC1,Extra-follicular zone,TH1,0.120015163
193703_ILEUM_ILC1,Extra-follicular zone,TH1,4.826318488
193704_ILEUM_ILC1,Extra-follicular zone,TH1,24.39888455
193705_ILEUM_ILC1,Extra-follicular zone,TH1,28.33793065
193706_ILEUM_ILC1,Extra-follicular zone,TH1,0.186450308
193707_ILEUM_ILC1,Extra-follicular zone,TH1,0.281129293
173918_ILEUM_ILC3,Extra-follicular zone,TH17,4.027084991
173919_ILEUM_ILC3,Extra-follicular zone,TH17,9.83674798
173920_ILEUM_ILC3,Extra-follicular zone,TH17,28.67401092
173921_ILEUM_ILC3,Extra-follicular zone,TH17,40.66476105
173922_ILEUM_ILC3,Extra-follicular zone,TH17,92.63002652
173923_ILEUM_ILC3,Extra-follicular zone,TH17,38.33206393
173924_ILEUM_ILC3,Extra-follicular zone,TH17,21.51266178
173925_ILEUM_ILC3,Extra-follicular zone,TH17,26.83138849
